SMILES,logK
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5507
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5507
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5507
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5507
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5507
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5507
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.6017
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.002
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.013
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.026
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.096
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.216
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.265
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.364
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.295
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.159
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.002
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.158
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.221
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.019
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.277
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.01
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.069
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.116
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.197
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.006
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.012
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.044
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.073
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.127
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.143
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.182
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.003
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.071
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.007
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.03
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.133
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.002
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.003
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.051
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.089
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.103
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0159
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0079
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.016
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0162
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0133
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.011
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0113
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.011
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0095
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0082
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0081
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1896
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2732
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3178
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3516
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3764
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4182
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4451
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4738
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4915
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5139
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1798
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2621
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3115
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.341
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3642
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4081
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4328
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4624
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4773
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4973
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1764
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2478
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3013
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3277
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3516
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3947
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4172
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.446
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4588
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4866
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1714
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2391
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2841
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3077
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3277
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.384
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.402
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4357
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.446
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4712
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.001
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.01
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.019
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.069
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.115
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.158
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.197
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.221
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.277
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.141
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.266
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.458
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.5
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.61
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.61
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.61
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.61
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.61
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.61
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.61
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.61
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1049
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1759
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.27
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3618
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4278
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4928
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.528
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1158
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2055
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2849
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.337
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4106
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.4402
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.093
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1304
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2077
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2615
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3167
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.36
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.137
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.264
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.331
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.393
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.435
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.477
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.49
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.082
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.154
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.197
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.285
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.325
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.35
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.38
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.466
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.072
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.119
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.169
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.244
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.284
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.324
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.362
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0396
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.113
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.1798
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2276
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.2803
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.3075
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.014
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0101
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0196
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0261
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.012
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0227
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0208
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0102
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0043
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0152
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0094
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.014
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0078
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.0131
CCCCN1C=C[N+](=C1)C.[B-](F)(F)(F)F,0.004
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.0962
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.1909
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.3076
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.3935
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.4475
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.5116
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.5348
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.0886
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.173
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.2772
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.3608
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.4124
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.4453
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.4718
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.0805
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.1587
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.254
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.3235
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.377
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.4047
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.4245
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.0705
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.1427
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.2293
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.2901
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.3332
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.3624
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(F)(F)F)(F)F)(F)F)[O-],0.3821
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.2
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.359
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.455
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.546
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.616
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.671
CCCCN1C=C[N+](=C1)C.C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.744
CCCCN1C=C[N+](=C1)C.[Cl-],0.1306
CCCCN1C=C[N+](=C1)C.[Cl-],0.1306
CCCCN1C=C[N+](=C1)C.[Cl-],0.1306
CCCCN1C=C[N+](=C1)C.[Cl-],0.1306
CCCCN1C=C[N+](=C1)C.[Cl-],0.1306
CCCCN1C=C[N+](=C1)C.[Cl-],0.1522
CCCCN1C=C[N+](=C1)C.[Cl-],0.1522
CCCCN1C=C[N+](=C1)C.[Cl-],0.1522
CCCCN1C=C[N+](=C1)C.[Cl-],0.1522
CCCCN1C=C[N+](=C1)C.[Cl-],0.1522
CCCCN1C=C[N+](=C1)C.[Cl-],0.1786
CCCCN1C=C[N+](=C1)C.[Cl-],0.1786
CCCCN1C=C[N+](=C1)C.[Cl-],0.1786
CCCCN1C=C[N+](=C1)C.[Cl-],0.1786
CCCCN1C=C[N+](=C1)C.[Cl-],0.1786
CCCCN1C=C[N+](=C1)C.[Cl-],0.2375
CCCCN1C=C[N+](=C1)C.[Cl-],0.2375
CCCCN1C=C[N+](=C1)C.[Cl-],0.2375
CCCCN1C=C[N+](=C1)C.[Cl-],0.2375
CCCCN1C=C[N+](=C1)C.[Cl-],0.2375
CCCCN1C=C[N+](=C1)C.[Cl-],0.2652
CCCCN1C=C[N+](=C1)C.[Cl-],0.2652
CCCCN1C=C[N+](=C1)C.[Cl-],0.2652
CCCCN1C=C[N+](=C1)C.[Cl-],0.2652
CCCCN1C=C[N+](=C1)C.[Cl-],0.2652
CCCCN1C=C[N+](=C1)C.[Cl-],0.3021
CCCCN1C=C[N+](=C1)C.[Cl-],0.3021
CCCCN1C=C[N+](=C1)C.[Cl-],0.3021
CCCCN1C=C[N+](=C1)C.[Cl-],0.3021
CCCCN1C=C[N+](=C1)C.[Cl-],0.3021
CCCCN1C=C[N+](=C1)C.[Cl-],0.343
CCCCN1C=C[N+](=C1)C.[Cl-],0.343
CCCCN1C=C[N+](=C1)C.[Cl-],0.343
CCCCN1C=C[N+](=C1)C.[Cl-],0.343
CCCCN1C=C[N+](=C1)C.[Cl-],0.343
CCCCN1C=C[N+](=C1)C.[Cl-],0.3777
CCCCN1C=C[N+](=C1)C.[Cl-],0.3777
CCCCN1C=C[N+](=C1)C.[Cl-],0.3777
CCCCN1C=C[N+](=C1)C.[Cl-],0.3777
CCCCN1C=C[N+](=C1)C.[Cl-],0.3777
CCCCN1C=C[N+](=C1)C.[Cl-],0.406
CCCCN1C=C[N+](=C1)C.[Cl-],0.406
CCCCN1C=C[N+](=C1)C.[Cl-],0.406
CCCCN1C=C[N+](=C1)C.[Cl-],0.406
CCCCN1C=C[N+](=C1)C.[Cl-],0.406
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0043
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0085
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0141
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0206
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0298
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0353
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0037
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0077
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0126
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0178
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0252
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0298
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0032
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0062
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0105
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.015
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0197
CCCCN1C=C[N+](=C1)C.CCCCOP(=O)([O-])OCCCC,0.0247
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.1598
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.2886
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.3781
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.4365
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.5149
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.1582
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.2575
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.3532
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.4117
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.474
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.5207
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.5565
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.5636
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.1543
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.2181
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.2849
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.3466
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.3984
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.458
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.4976
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.5264
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.2
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.2
CCCCN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.2
